Time,pH,Temperature
14:53:32,9,37
14:53:34,8,35
14:53:35,7,32
14:53:36,6,29
14:53:37,6,28
14:53:39,8,29
14:53:40,7,31
14:53:41,7,29
14:53:42,7,21
14:53:44,8,35
14:53:45,9,24
14:53:47,7,32
14:53:48,6,20
14:53:49,9,29
14:53:51,8,37
14:53:52,6,30
14:53:53,8,30
14:59:54,8,24
14:59:55,7,28
14:59:56,9,37
14:59:58,7,29
14:59:59,6,35
15:04:27,7,25
15:04:28,9,30
15:04:29,9,21
15:04:30,9,31
15:04:32,8,28
15:04:33,8,37
15:04:34,8,35
15:04:35,8,32
15:04:36,9,36
15:04:38,8,33
15:04:39,8,35
15:04:40,8,23
15:04:41,9,31
15:04:43,8,28
15:11:54,7,38
15:11:55,7,20
15:11:56,8,39
15:11:58,9,32
15:11:59,9,26
15:12:00,6,38
15:12:02,7,32
15:12:03,8,27
15:12:04,9,37
15:12:05,7,29
15:42:28,9,28
15:42:46,7,27
15:42:47,8,25
15:42:49,6,24
15:42:50,6,36
15:42:51,8,38
15:42:52,7,37
15:42:54,9,21
15:42:55,9,33
15:42:56,7,39
15:42:57,6,34
15:42:58,9,32
15:43:00,6,38
15:43:01,9,20
15:43:02,9,37
15:43:04,6,32
15:43:05,9,21
15:43:06,9,33
15:43:08,7,26
15:43:09,6,38
15:43:10,7,27
15:43:12,7,20
15:43:13,8,34
15:43:14,7,35
15:43:16,7,33
15:43:17,6,26
15:43:18,9,30
15:43:20,7,33
15:43:21,8,37
15:43:22,9,28
15:43:27,6,22
15:43:33,7,23
15:43:38,6,37
15:43:39,7,40
15:43:40,9,39
15:43:42,8,37
15:43:43,9,34
15:43:44,9,21
15:43:45,7,35
15:43:46,6,27
15:43:48,6,29
15:43:49,8,31
15:43:50,9,39
15:43:51,9,26
15:43:53,9,24
15:43:54,9,25
15:43:55,7,20
15:43:56,7,35
15:43:57,9,30
15:43:59,9,34
15:44:00,6,23
15:44:01,6,31
15:44:02,7,35
15:44:03,7,37
15:44:04,7,28
15:44:06,7,27
15:44:07,6,33
15:44:08,7,39
15:44:09,8,25
15:44:11,9,29
15:44:12,9,38
15:44:13,8,34
15:44:14,7,23
15:44:15,7,35
15:44:17,6,27
15:44:18,6,21
15:44:19,8,23
15:44:20,7,26
15:44:21,7,31
15:44:23,8,30
15:44:24,7,26
15:44:25,7,34
15:44:26,9,33
15:44:28,9,36
15:44:29,8,28
15:46:50,6,23
15:46:52,9,34
15:46:53,9,36
15:46:54,9,40
15:46:55,6,38
15:46:56,7,29
15:46:58,9,34
15:46:59,7,34
15:47:00,7,30
15:47:01,7,28
15:47:03,9,36
15:47:04,6,21
15:47:05,6,27
15:47:06,8,20
15:47:08,8,39
15:47:09,8,40
15:47:10,7,32
15:47:11,7,21
15:47:12,7,22
15:47:14,6,21
15:47:15,9,30
15:47:16,7,40
15:47:17,7,27
15:48:11,9,35
15:48:13,8,32
15:48:14,6,29
15:48:15,9,32
15:48:16,9,39
15:48:17,7,40
15:48:18,7,39
15:48:20,7,23
15:48:21,7,22
15:48:22,9,22
15:48:23,8,29
15:48:24,6,36
15:48:26,8,20
15:48:27,8,38
15:48:50,7,21
15:48:51,8,38
15:48:53,9,34
15:48:54,9,33
15:48:55,6,33
15:48:56,7,31
15:48:57,8,37
15:48:59,8,24
15:49:00,9,38
15:49:01,8,33
15:49:02,7,22
15:49:04,9,37
15:49:05,7,38
15:49:06,7,34
