Time,pH,Temperature
14:53:07,6,38
14:53:08,6,30
14:53:09,8,25
14:53:25,7,33
14:53:26,8,20
14:53:28,8,21
14:53:29,9,32
14:53:30,6,30
14:53:31,9,26
14:53:32,9,39
14:53:34,9,32
14:53:35,6,31
14:53:36,9,39
14:53:37,7,39
14:53:39,6,30
14:53:40,9,33
14:53:41,9,26
14:53:42,8,27
14:53:44,6,32
14:53:45,7,33
14:53:47,7,39
14:53:48,9,39
14:53:49,8,39
14:53:51,8,23
14:53:52,9,33
14:53:53,7,21
14:53:55,8,34
14:53:56,8,22
14:53:57,9,33
14:53:58,9,37
14:53:59,8,30
14:54:01,8,24
14:54:02,7,26
14:54:03,9,22
14:54:04,7,22
15:04:58,7,30
15:04:59,8,23
15:05:00,9,30
15:05:02,7,21
15:05:03,7,20
15:05:04,6,27
15:05:05,8,34
15:05:07,9,22
15:05:08,8,31
15:05:09,9,30
15:05:10,8,29
15:05:12,7,34
15:05:13,6,33
15:05:14,7,23
15:05:15,6,25
15:05:17,8,23
15:05:18,9,25
15:05:19,6,39
15:05:21,6,36
15:05:22,9,38
15:05:23,9,30
15:05:24,9,31
15:05:26,6,26
15:05:27,6,32
15:05:28,6,31
15:05:29,6,29
15:05:31,8,22
15:05:32,8,31
15:05:33,9,23
15:05:34,9,38
15:05:36,8,21
15:05:37,9,35
15:05:38,6,36
15:05:39,6,33
15:05:41,6,30
15:05:42,8,26
15:05:43,6,27
15:05:44,8,34
15:05:46,6,22
15:05:47,8,32
15:05:48,7,35
15:05:50,9,35
15:05:51,8,22
15:05:52,8,30
15:05:53,9,34
15:05:55,9,28
15:05:56,7,24
15:05:57,9,40
15:05:59,9,23
15:06:00,7,34
