Time,pH,Temperature
14:53:07,8,30
14:53:08,7,30
14:53:09,9,27
14:53:25,7,21
14:53:26,6,38
14:53:28,7,20
14:53:29,8,23
14:53:30,6,31
14:53:31,6,35
14:53:32,6,38
14:53:34,7,32
14:53:35,7,33
14:53:36,8,38
14:53:37,7,24
14:53:39,9,30
14:53:40,9,30
14:53:41,9,38
14:53:42,7,20
14:53:44,6,28
14:53:45,9,39
14:53:47,9,27
14:53:48,6,24
14:53:49,7,20
14:53:51,6,36
14:53:52,8,29
14:53:53,9,39
14:53:55,6,20
14:53:56,6,21
14:53:57,6,32
14:53:58,8,38
14:53:59,7,20
14:54:01,6,26
14:54:02,8,40
14:54:03,8,36
14:54:04,7,34
14:54:05,8,22
14:54:07,9,25
14:54:08,9,29
14:54:09,6,20
14:59:22,9,35
14:59:23,8,39
14:59:24,8,25
14:59:25,9,34
14:59:26,9,20
14:59:27,6,24
14:59:29,6,37
14:59:30,6,34
14:59:31,9,22
14:59:32,8,31
14:59:33,9,30
14:59:35,9,24
14:59:36,8,30
14:59:37,8,38
14:59:38,8,20
14:59:39,6,20
14:59:41,7,35
14:59:42,9,38
14:59:43,8,35
14:59:44,6,26
14:59:45,9,37
14:59:47,7,29
14:59:48,6,35
14:59:49,7,20
14:59:50,7,34
14:59:51,6,20
14:59:53,7,31
14:59:54,7,29
14:59:55,9,40
14:59:56,9,23
14:59:58,6,32
14:59:59,6,27
15:04:27,8,23
15:04:28,9,39
15:04:29,6,37
15:04:30,9,35
15:04:32,9,22
15:04:33,6,29
15:04:34,9,33
15:04:35,7,31
15:04:36,9,32
15:04:38,6,33
15:04:39,9,24
15:04:40,6,29
15:04:41,6,20
15:04:43,8,35
15:04:44,8,35
15:04:45,8,33
15:04:46,6,34
15:04:47,7,38
15:04:49,6,34
15:04:50,9,39
15:04:51,9,27
15:04:52,6,38
15:04:53,8,21
15:04:54,9,28
15:04:56,8,28
15:04:57,6,23
15:04:58,8,28
15:04:59,8,24
15:05:00,9,26
15:05:02,7,38
15:05:03,9,25
15:05:04,7,28
15:05:05,9,29
15:05:07,7,29
15:05:08,6,37
15:05:09,7,20
15:05:10,7,23
15:05:12,6,40
15:05:13,8,35
15:05:14,7,38
15:05:15,9,22
15:05:17,6,23
15:05:18,6,25
15:05:19,6,26
15:05:21,6,24
15:05:22,8,33
15:05:23,6,30
15:05:24,7,32
15:05:26,8,33
15:05:27,6,39
15:05:28,6,34
15:05:29,9,37
15:05:31,9,24
15:05:32,6,31
15:05:33,8,20
15:05:34,6,39
15:05:36,9,33
15:05:37,7,39
15:05:38,6,37
15:05:39,8,35
15:05:41,8,38
15:05:42,8,35
15:05:43,9,40
15:05:44,9,24
15:05:46,9,27
15:05:47,9,27
15:05:48,9,30
15:05:50,8,39
15:05:51,8,20
15:05:52,7,38
15:05:53,8,25
15:05:55,8,29
15:05:56,9,34
15:05:57,8,32
15:05:59,8,24
15:06:00,7,37
15:06:01,8,25
15:06:02,8,25
15:06:04,7,34
15:06:05,7,39
15:06:06,9,25
15:06:08,7,37
15:06:09,9,28
15:06:10,6,32
15:06:11,6,28
15:11:28,9,39
15:11:30,6,26
15:11:31,7,26
15:11:32,9,36
15:11:34,6,23
15:11:35,7,38
15:11:36,7,31
15:11:38,9,34
15:11:39,7,32
15:11:40,7,36
15:11:42,8,25
15:12:10,9,29
15:12:11,7,26
15:12:13,9,26
15:12:14,9,21
15:12:15,9,30
15:12:17,9,34
15:12:18,7,32
15:12:19,6,38
15:12:20,6,38
15:12:22,8,27
15:12:23,9,32
15:13:17,9,26
15:13:18,7,24
15:13:19,8,28
15:13:20,8,20
15:13:22,8,38
15:13:23,7,20
15:13:24,9,22
15:13:25,7,21
15:13:27,9,39
15:13:28,7,37
15:13:29,6,33
15:13:30,8,35
15:13:31,9,39
15:13:33,6,20
15:13:34,7,32
15:13:36,7,27
15:13:37,7,39
15:13:38,6,38
15:13:40,8,29
15:13:41,6,22
15:13:42,6,33
15:13:53,6,21
15:13:54,8,39
15:13:55,8,33
15:13:57,6,22
15:13:58,6,28
15:13:59,6,25
15:14:01,7,38
15:14:02,8,36
15:14:03,9,39
15:14:04,7,20
15:14:06,8,24
15:14:07,9,24
15:14:08,9,30
15:14:10,9,20
15:14:11,6,37
15:14:12,8,39
15:14:13,8,32
15:14:15,8,29
15:14:16,9,21
15:14:17,9,37
15:14:19,9,21
15:14:20,9,31
15:14:21,6,35
15:14:22,9,33
15:14:24,6,29
15:14:25,8,22
15:14:26,6,34
15:24:43,9,31
15:24:44,9,31
15:24:45,7,29
15:24:46,8,40
15:24:47,7,23
15:24:48,6,37
15:24:50,7,28
15:24:51,7,25
15:24:52,6,28
15:24:54,6,31
15:24:55,7,23
15:24:56,8,34
15:24:57,9,33
15:24:58,6,21
15:25:00,8,30
15:25:01,8,31
15:25:02,6,35
15:25:03,8,28
15:25:05,9,29
15:25:06,6,40
15:25:39,9,22
15:25:40,9,27
15:25:42,7,32
15:25:43,7,32
15:25:44,6,31
15:25:45,7,25
15:25:46,6,30
15:25:47,6,40
15:25:49,7,30
15:25:50,8,40
15:25:51,7,23
