Time,pH,Temperature
15:04:52,6,21
15:04:53,9,38
15:04:54,9,35
15:04:56,8,35
15:04:57,7,40
15:04:58,7,20
15:04:59,6,20
15:05:00,8,27
15:05:02,6,37
15:05:03,6,22
15:05:04,7,33
15:05:05,8,23
15:05:07,6,25
15:05:08,8,20
15:05:09,8,26
15:05:10,8,21
15:05:12,7,34
15:05:13,9,39
15:05:14,7,25
15:05:15,9,39
15:05:17,8,33
15:05:18,9,36
15:05:19,8,27
15:05:21,7,22
15:05:22,8,35
15:05:23,7,23
15:05:24,9,20
15:05:26,9,25
15:05:27,7,28
15:05:28,6,27
15:05:29,6,32
15:05:31,8,23
15:05:32,7,22
15:05:33,7,40
15:05:34,9,32
15:05:36,8,40
15:05:37,6,30
15:05:38,7,25
15:05:39,6,22
15:05:41,9,21
15:05:42,7,34
15:05:43,8,37
15:05:44,7,26
15:05:46,7,37
15:05:47,7,20
15:05:48,6,29
15:05:50,9,25
15:05:51,9,28
15:05:52,8,37
15:05:53,8,20
15:05:55,6,37
15:05:56,7,22
15:05:57,9,40
15:05:59,8,38
15:06:00,6,32
15:06:01,6,35
15:06:02,8,25
15:06:04,8,37
15:06:05,6,40
15:06:06,9,36
15:06:08,6,27
15:06:09,9,39
15:06:10,9,24
15:06:11,6,23
15:06:13,8,36
15:06:14,6,35
15:06:15,8,27
15:06:16,7,25
15:06:18,8,38
15:06:19,6,30
15:08:04,8,34
15:08:05,7,40
15:08:06,9,38
15:08:07,9,24
15:08:08,6,29
15:08:09,8,22
15:08:10,9,20
15:08:11,9,26
15:08:12,6,28
15:08:14,7,20
15:08:15,9,39
15:08:16,8,36
15:08:17,9,26
15:08:18,8,28
15:08:19,7,32
15:08:21,6,39
15:08:22,6,24
15:11:16,7,38
15:11:17,6,33
15:11:18,6,40
15:11:20,9,20
15:11:21,8,26
