Time,pH,Temperature
14:53:07,9,27
14:53:08,6,40
14:53:09,8,21
14:53:25,7,28
14:53:26,7,31
14:53:28,6,27
14:53:29,8,29
14:53:30,8,30
14:53:31,9,35
14:53:32,6,36
14:53:34,9,26
14:53:35,7,33
14:53:36,6,23
14:53:37,6,29
14:53:39,6,26
14:53:40,9,34
14:53:41,7,35
14:53:42,7,33
14:53:44,8,34
14:53:45,9,22
14:53:47,8,21
14:53:48,7,29
14:53:49,8,31
14:53:51,8,22
14:53:52,8,37
14:53:53,7,38
14:53:55,6,33
14:53:56,6,36
14:53:57,6,24
14:53:58,6,25
14:53:59,7,31
14:54:01,9,36
14:54:02,6,21
14:54:03,9,28
14:54:04,9,21
14:54:05,9,21
14:54:07,7,20
14:54:08,7,22
14:54:09,8,38
14:59:22,6,24
14:59:23,6,21
14:59:24,6,35
14:59:25,7,33
14:59:26,9,21
14:59:27,7,32
14:59:29,9,29
14:59:30,8,27
14:59:31,7,39
14:59:32,6,28
14:59:33,8,31
14:59:35,8,37
14:59:36,9,30
14:59:37,8,38
14:59:38,8,36
14:59:39,7,40
14:59:41,8,37
14:59:42,9,23
14:59:43,6,30
14:59:44,7,37
14:59:45,7,34
14:59:47,7,37
14:59:48,7,23
14:59:49,7,31
14:59:50,9,20
14:59:51,8,37
14:59:53,8,38
14:59:54,9,26
14:59:55,7,33
14:59:56,9,22
14:59:58,9,37
14:59:59,8,34
15:04:27,6,37
15:04:28,7,35
15:04:29,7,31
15:04:30,7,31
15:04:32,8,23
15:04:33,7,22
15:04:34,6,22
15:04:35,9,32
15:04:36,7,27
15:04:49,6,25
15:04:50,9,24
15:04:51,7,20
15:04:52,9,39
15:04:53,6,30
15:04:54,7,24
15:04:56,8,25
15:04:57,9,23
15:04:58,7,29
15:04:59,8,24
15:05:00,8,24
15:05:02,6,30
15:05:03,9,40
15:05:04,8,34
15:05:05,8,39
15:05:07,8,35
15:05:08,9,35
15:05:09,7,32
15:05:10,6,32
15:05:12,8,26
15:05:13,6,37
15:05:14,9,38
15:05:15,6,26
15:05:17,6,24
15:05:18,7,36
15:05:19,7,23
15:05:21,8,25
15:05:22,6,33
15:05:23,8,33
15:05:24,6,35
15:05:26,7,27
15:05:27,7,29
15:05:28,9,36
15:05:29,9,32
15:05:31,7,33
15:05:32,8,35
15:05:33,8,21
15:05:34,6,24
15:05:36,9,22
15:05:37,9,21
15:05:38,7,32
15:05:39,6,40
15:05:41,8,39
15:05:42,6,20
15:05:43,7,20
15:05:44,6,25
15:05:46,8,25
15:05:47,9,20
15:05:48,7,21
15:05:50,9,33
15:05:51,9,20
15:05:52,8,40
15:05:53,9,24
15:05:55,6,21
15:05:56,7,33
15:05:57,9,27
15:05:59,9,28
15:06:00,8,25
15:06:01,7,31
15:06:02,7,37
15:06:04,9,25
15:06:05,6,35
15:06:06,8,25
15:06:08,8,39
15:06:09,7,21
15:06:10,8,21
15:06:11,6,32
15:06:13,9,25
15:06:14,7,30
15:06:15,6,23
15:06:16,6,29
15:06:18,6,35
15:06:19,6,21
15:08:04,7,31
15:08:05,8,22
15:08:06,8,21
15:08:07,6,24
15:08:08,7,24
15:08:09,8,27
15:08:10,8,39
15:08:11,9,24
15:08:12,7,33
15:08:14,9,21
15:08:15,8,27
15:08:16,9,25
15:08:17,7,33
15:08:18,7,30
15:08:19,9,39
15:08:21,6,26
15:08:22,9,27
15:11:16,8,25
15:11:17,9,33
15:11:18,8,22
15:11:20,6,39
15:11:21,7,38
15:11:22,7,27
15:11:23,9,39
15:43:00,9,36
15:43:01,6,37
15:43:02,6,30
15:43:04,7,27
15:43:05,7,35
15:43:06,7,28
15:43:08,6,35
15:43:09,6,31
15:43:10,9,28
15:43:12,9,21
15:43:13,9,30
15:43:14,7,31
15:43:16,7,23
15:43:17,7,20
15:43:18,9,36
15:43:20,7,21
15:43:21,8,29
15:43:22,7,36
15:43:27,7,30
15:43:33,6,34
15:43:38,8,33
15:43:39,9,26
15:43:40,8,35
15:43:42,8,22
15:43:43,6,24
15:43:44,8,24
15:43:45,7,32
15:43:46,6,34
15:43:48,6,22
15:43:49,9,22
15:43:50,8,36
15:43:51,6,32
