Time,pH,Temperature
11:14:28,8,29.588389005761318
11:14:30,7,28.094913739209307
11:14:31,9,28.341943209193442
11:14:32,9,30.846005887165127
11:14:34,7,28.149930718013266
11:14:35,9,30.68012827684546
11:14:36,7,29.9985895248299
11:14:38,7,30.93499350566587
11:14:39,6,28.991381815227005
11:14:40,7,28.274312116091387
11:14:42,7,29.474920298108604
11:14:43,7,29.489956079519892
11:14:45,9,29.90956153344476
11:14:46,7,28.583481993969006
11:14:47,6,30.018304940606654
11:14:49,8,30.380990003987662
11:14:50,6,30.270362439971862
11:14:51,8,30.831005856301598
11:14:53,9,29.604205021158045
11:14:54,6,30.1765157838887
11:14:55,8,28.195124742848737
11:14:57,8,30.77684989884835
11:14:58,6,29.427284112427966
11:15:00,6,29.24527407890941
11:15:01,7,28.65558314140198
11:15:02,7,29.32229069317089
11:15:04,8,29.88472490571805
11:15:05,7,29.611950742540245
11:15:06,9,28.90777971282985
11:15:08,7,30.56111065974101
11:15:09,8,30.8681984579323
11:15:11,8,29.179738595559197
11:15:12,6,29.94699760830144
11:15:13,6,28.204444741679048
11:15:15,9,28.91074288727227
11:15:16,8,30.766493547252907
11:15:17,7,28.37389370859281
11:15:19,7,29.683245636653236
11:15:20,7,28.6549265441729
11:15:22,9,28.178085784599123
11:15:23,7,28.869111585540768
11:15:24,9,28.568909613928064
11:15:26,6,28.610166859765283
11:15:27,7,29.37677874924971
11:15:28,7,28.783897729654424
11:15:30,9,29.87002136039474
11:15:31,7,30.93263346509246
11:15:32,7,28.313346808861805
11:15:34,9,30.361294224806933
11:15:35,6,29.884615433800008
11:15:37,9,30.52502131450493
11:15:38,9,28.439775049441113
11:15:39,9,29.99552327646047
11:15:41,6,29.232086909101685
11:15:42,7,30.85668486146009
11:15:43,7,30.655722801527556
11:15:45,8,28.353175492666942
11:15:46,8,29.502622890885885
11:15:48,8,30.477735987733407
11:15:49,6,28.550774394136432
11:15:50,7,28.3020072617894
11:17:25,9,30.99841136424251
11:17:26,6,30.43183991280756
11:17:28,6,30.361526930475414
11:17:29,6,28.36412886546144
11:17:30,9,29.245263867651037
11:17:32,6,29.388307165672536
11:17:33,7,30.58867785438098
11:17:34,8,28.728352247275886
11:17:36,8,28.250047020158156
11:17:37,9,30.93963461356222
11:17:38,7,30.261058640891473
11:17:40,6,29.08595862747651
11:17:41,7,29.256520375917372
11:17:43,6,30.138841832243816
11:17:44,7,28.50871030829217
11:17:45,6,30.619912574040185
11:17:47,6,29.308318610650666
11:17:48,6,29.794292651438315
11:17:49,7,30.045212240220028
11:17:51,7,30.281908743845605
11:17:52,6,28.16848360106183
11:17:54,7,28.850929877821596
11:17:55,8,28.04364745432802
11:17:56,9,28.079307980518813
11:17:58,7,29.8764953993308
11:17:59,8,29.22659547088177
11:18:00,6,30.969114078981903
11:18:02,8,30.99498836950479
11:18:03,9,30.977405358723924
11:18:05,7,28.173322143152078
11:18:06,6,30.343256501027884
11:18:07,8,30.819626633581525
11:18:09,7,29.269631911688155
11:18:10,8,28.461997041600107
11:18:11,7,29.957364052785472
11:18:13,6,28.385281351885887
11:18:14,8,29.381966616985864
11:18:16,9,28.677651866387542
11:18:17,7,29.47725509407011
11:18:18,6,28.422050305080212
11:18:20,9,30.49144226377976
11:18:21,9,29.25442156346679
11:18:22,8,29.71875421394357
11:18:24,6,29.275416825344827
11:18:25,6,30.25439591548614
11:18:26,9,29.332775664067682
11:18:28,6,28.42618836076824
11:18:29,8,29.18179430699518
11:18:31,8,29.05920144740048
11:18:32,8,28.13577928599412
11:18:33,8,30.444988191946624
11:18:35,9,29.379663113103277
11:18:36,7,28.202870690552675
11:18:38,8,28.922597438905612
11:18:39,9,29.179423076659976
11:18:40,9,29.290390110094187
11:18:42,9,30.391431773298017
11:18:43,7,30.399859876429623
11:18:44,9,28.433529298953363
11:18:46,7,30.398699601000637
11:18:47,9,29.947252016891017
11:18:48,7,30.701792302519802
11:18:50,8,30.101978924416322
11:18:51,6,28.47181328099917
11:18:53,6,30.392274830712015
11:18:54,8,28.23097930385979
11:18:55,8,28.425995653446154
11:18:57,7,29.27335653654183
11:18:58,9,28.703824465737828
11:18:59,8,29.624434316902246
11:19:01,9,30.78197855209352
11:19:02,6,28.562045588572285
11:19:04,7,28.681155673127503
11:19:05,8,29.717145565964017
11:19:06,7,28.163308404051193
11:19:08,6,30.66279688186277
11:19:09,9,30.756689714010275
11:19:10,8,28.580467484354482
11:19:12,8,28.032321934100157
11:19:13,6,29.516341215144273
11:19:15,9,30.484937794249433
11:19:16,8,30.335335719064005
11:19:17,9,29.4549754294168
11:19:19,9,28.850015789125464
11:19:20,6,30.394323082990148
