Time,pH,Temperature
17:06:23,9,37
17:06:24,7,27
17:06:26,9,23
17:06:27,9,39
17:06:28,9,31
17:06:30,8,20
17:06:31,6,38
17:06:32,6,33
17:06:34,6,20
17:06:35,8,31
17:06:36,9,27
17:06:38,8,36
17:06:39,6,28
17:06:40,7,23
17:06:42,9,23
17:06:43,6,23
17:06:44,7,23
17:06:46,9,36
17:06:47,8,28
17:06:48,7,28
17:06:50,9,38
17:06:51,8,29
17:06:52,7,33
17:06:54,7,40
17:06:55,9,36
17:06:56,6,25
17:06:58,8,39
17:06:59,7,29
17:07:00,6,30
17:07:02,6,23
17:07:03,6,31
17:07:04,8,33
17:07:06,7,32
17:07:07,7,26
17:07:08,9,39
17:07:10,9,30
17:07:11,9,20
17:07:12,9,28
17:07:14,8,20
17:07:15,7,25
17:07:16,9,23
17:07:18,9,32
17:07:19,6,25
17:07:20,8,21
17:07:22,9,36
17:07:23,6,31
17:07:24,9,33
17:07:26,8,21
17:07:27,9,24
17:07:28,8,25
17:07:30,7,21
17:07:31,6,24
17:07:32,9,36
17:07:34,7,24
17:07:35,6,30
17:07:36,6,29
17:07:38,6,27
17:07:39,8,22
17:07:40,9,38
17:07:42,7,38
17:07:43,9,21
17:07:44,7,27
17:07:46,9,40
17:07:47,6,26
17:07:48,6,36
17:07:50,9,39
17:07:51,8,28
17:07:52,8,28
17:07:54,9,29
17:07:55,9,26
17:07:56,7,38
17:07:58,8,27
17:07:59,7,33
17:08:00,9,27
17:08:02,8,30
17:08:03,6,28
17:08:04,6,35
17:08:06,9,32
17:08:07,8,31
17:08:08,7,36
17:08:10,6,40
17:08:17,7,21
17:08:18,8,38
17:08:19,8,23
17:08:21,9,32
17:08:22,8,36
17:08:23,8,38
17:08:25,8,35
17:08:26,7,34
17:08:27,6,27
17:08:29,7,21
17:08:30,8,32
17:08:31,8,40
17:08:33,8,27
17:08:34,6,39
17:08:35,6,26
17:08:37,7,38
17:08:38,8,32
17:08:39,6,33
17:08:44,9,37
17:08:45,9,36
17:08:47,6,40
17:08:48,8,28
17:08:49,7,28
17:08:51,8,21
17:08:52,7,31
17:08:53,8,36
17:08:54,6,36
17:08:56,9,33
17:08:57,6,24
17:08:58,9,32
17:09:00,9,26
17:09:01,9,40
17:09:02,8,36
17:09:04,8,36
17:09:05,7,25
17:09:06,6,40
17:09:07,7,26
17:09:09,7,38
17:09:10,6,26
17:09:11,7,34
17:09:13,8,25
17:09:14,8,31
17:09:15,6,30
17:09:17,6,27
17:09:18,6,39
17:09:19,8,31
17:09:21,6,33
17:09:22,6,30
17:09:23,9,27
17:09:24,8,30
17:09:26,6,39
17:09:27,7,35
17:09:28,7,23
17:09:30,8,29
17:09:31,6,22
17:09:32,9,21
17:09:34,9,30
17:09:35,9,29
17:09:36,7,38
17:09:38,9,39
17:09:39,6,36
17:09:40,9,32
17:09:42,8,20
17:09:43,7,37
17:09:44,7,30
17:09:45,8,35
17:09:47,7,21
17:09:48,8,26
17:09:49,7,37
17:09:51,9,25
17:09:52,7,34
17:09:53,8,36
17:09:55,6,26
17:09:56,9,26
17:09:57,8,33
17:09:59,9,40
17:10:00,8,39
17:10:01,6,26
17:10:02,6,30
17:10:04,9,25
17:10:05,6,22
17:10:06,6,38
17:10:08,7,39
17:10:09,8,39
17:10:10,7,31
17:10:12,6,23
17:10:13,6,40
17:10:14,7,35
17:10:16,6,36
17:10:17,9,21
17:10:18,8,31
17:10:20,9,36
17:10:21,7,21
17:10:22,7,26
17:10:23,8,39
17:10:25,7,32
17:10:26,9,34
17:10:27,8,34
17:10:29,8,25
17:10:30,9,36
17:10:31,9,36
17:10:33,9,31
17:10:34,8,21
17:10:35,9,35
17:10:37,7,22
17:10:38,6,27
17:10:39,6,40
17:10:41,8,39
17:10:42,6,24
17:10:43,7,37
17:10:44,8,28
17:10:46,9,28
17:10:47,8,35
17:10:48,9,30
17:10:50,6,28
17:10:51,6,21
17:10:52,6,21
17:10:54,7,22
17:10:55,6,35
17:10:56,9,26
17:10:58,6,38
17:10:59,8,35
17:11:00,9,39
17:11:02,7,25
17:11:03,8,33
17:11:04,8,30
17:11:05,7,35
17:11:07,7,30
17:11:08,6,35
17:11:09,8,23
17:11:11,9,28
17:11:12,9,28
17:11:13,9,24
17:11:15,8,29
17:11:16,6,22
17:11:17,7,40
17:11:19,9,35
17:11:20,6,33
17:11:21,6,37
17:11:22,6,33
17:11:24,8,36
17:11:25,6,30
17:11:26,8,21
17:11:28,9,24
17:11:29,8,28
17:11:30,9,35
17:11:32,8,21
17:11:33,6,36
17:11:34,6,36
17:11:36,7,23
17:11:37,7,22
17:11:38,6,21
17:11:40,9,34
17:11:41,9,29
17:11:42,7,22
17:11:43,7,27
17:11:45,7,39
17:11:46,9,25
17:11:47,8,28
17:11:49,9,36
17:11:50,8,20
17:11:51,6,29
17:11:53,8,21
17:11:54,9,34
17:11:55,9,34
17:11:57,8,31
17:11:58,8,25
17:11:59,7,34
17:12:00,6,20
17:12:02,9,30
17:12:03,8,33
17:12:04,7,40
17:12:06,6,29
17:12:07,7,33
17:12:08,9,21
17:12:10,9,24
17:12:11,8,39
17:12:12,7,30
17:12:14,9,27
17:12:15,6,37
17:12:16,6,26
17:12:17,7,34
17:12:19,9,30
17:12:20,8,27
17:12:21,7,24
17:12:23,9,20
17:12:24,8,40
17:12:25,6,20
17:12:27,6,31
17:12:28,7,26
17:12:29,6,33
17:12:31,7,36
