Time,pH,Temperature
08:58:04,6,28.1323807209192
08:58:05,9,28.29169761683849
08:58:06,8,29.801882466866896
08:58:07,7,29.06621156124827
08:58:08,7,28.99966333195606
08:58:09,6,28.01290285326484
08:58:10,9,30.754471294837156
08:58:12,6,30.883211001748982
08:58:13,7,28.22167446428678
08:58:14,9,30.411665054516142
08:58:15,7,28.960797581475543
08:58:16,7,28.83619973336484
08:58:17,7,30.476034403119087
08:58:19,9,29.03306585250013
08:58:20,6,30.581948389272288
08:58:21,7,29.141143196349617
08:58:22,8,30.370608064992986
08:58:23,6,30.462726326902438
08:58:24,8,29.857654353499324
08:58:25,7,29.58938234819199
08:58:27,8,28.238003094381405
08:58:28,7,28.611667533441718
08:58:29,7,30.61831492421178
08:58:30,6,28.192263925090355
08:58:31,8,29.152711240361324
08:58:32,8,28.47158515473573
08:58:33,6,29.301268279843303
08:58:35,8,28.878852095166703
08:58:36,8,29.663443688488485
08:58:37,9,28.055230021747917
08:58:38,7,29.76833427104265
08:58:39,8,29.032453698832512
08:58:41,8,29.749635447864417
08:58:42,7,29.00018069320501
