Time,pH,Temperature
08:58:04,9,30.157016189571433
08:58:05,7,30.282182348979315
08:58:06,9,30.491291558196128
08:58:07,6,28.01031455202649
08:58:08,7,29.16744591374617
08:58:09,6,29.264937032494114
08:58:10,7,29.204631793325913
08:58:12,7,30.89629294774469
08:58:13,9,30.58851860687097
08:58:14,9,30.390656454694593
08:58:15,8,28.70453343564953
08:58:16,9,29.531925982948078
08:58:17,6,30.271424033285875
08:58:19,8,28.207966238182095
08:58:20,8,29.431362435843553
08:58:21,9,29.080214979668334
08:58:22,6,29.301697823954626
08:58:23,9,29.673356559456334
08:58:24,6,29.768897568498897
08:58:25,6,28.032804380148345
08:58:27,8,30.426906079775833
08:58:28,6,29.871264946072397
08:58:29,8,28.820571040761312
08:58:30,6,30.993173194478523
08:58:31,9,30.787250855835083
08:58:32,8,29.909250978300566
08:58:33,9,28.546680340966393
08:58:35,9,30.921841251383924
08:58:36,7,30.971723179765974
08:58:37,8,29.744924485260476
08:58:38,9,29.84938872965928
08:58:39,6,28.26448755736314
08:58:41,7,28.496820391848217
08:58:42,6,28.83481317367638
