Time,pH,Temperature
08:58:04,7,30.745771491811983
08:58:05,9,29.828578365328816
08:58:06,6,28.584664611277063
08:58:07,6,28.147305132335074
08:58:08,6,29.62381510156958
08:58:09,7,29.416750205599154
08:58:10,7,29.796513188538785
08:58:12,6,30.001439923605574
08:58:13,8,29.471458662191694
08:58:14,8,28.823611099126985
08:58:15,7,28.653005106271205
08:58:16,9,29.931639817379818
08:58:17,7,29.372452328543357
08:58:19,7,29.603919989002428
08:58:20,7,29.036680571960936
08:58:21,6,30.320235313653104
08:58:22,6,30.42400558871611
08:58:23,9,30.04028827369129
08:58:24,8,29.00098840771956
08:58:25,7,28.610261422744966
08:58:27,7,30.179962565709523
08:58:28,7,29.62265051446886
08:58:29,7,29.272624481064465
08:58:30,7,28.155501464251035
08:58:31,8,28.1798807805183
08:58:32,9,29.712129608966368
08:58:33,8,29.73932971727666
08:58:35,7,30.70191378815398
08:58:36,7,28.408938978688585
08:58:37,6,30.567648420951866
08:58:38,6,29.568355686966225
08:58:39,9,29.59931436848641
08:58:41,9,29.041897908554496
08:58:42,9,29.98839822024789
09:02:59,6,29.146843709069476
09:03:00,7,30.51114926522239
09:03:02,9,30.71884998693185
09:03:03,7,28.837486415245255
09:03:04,6,29.427782516654514
09:03:05,6,30.259085198227773
09:03:06,7,29.384541997390286
09:03:07,7,30.394960702539382
09:03:09,7,30.54833914673201
09:03:10,6,30.429831596533127
09:03:11,6,29.027294902607213
09:03:12,8,30.80156805017515
09:03:13,8,28.35905988665248
09:03:14,7,29.40800050310751
09:03:16,6,28.19725269361992
09:03:17,6,30.522428479122297
09:03:18,9,30.62445573261752
09:04:33,7,29.161540021209028
09:04:34,9,28.505123728312466
09:04:35,7,30.41724265028587
09:04:36,6,28.98915084476414
09:04:38,9,28.950229230580938
09:04:39,7,30.254987946404214
09:04:40,9,28.380037778233053
09:04:41,7,29.419087460058854
09:04:42,9,28.08947567054277
09:04:43,8,29.58243750279106
09:04:45,7,28.521672766216152
09:04:46,9,30.29793578693572
09:04:47,9,30.981593440579857
09:25:14,8,29.35596336136052
09:25:15,7,29.84115367180185
09:25:16,9,28.901831294255864
09:25:17,7,29.11469454196931
09:25:18,8,30.727348420054952
09:25:19,8,28.81120636050726
09:25:21,6,30.45388617860747
09:25:22,6,28.17083893794948
09:25:23,7,28.506669815000013
09:25:24,8,30.906778847765615
09:25:25,8,28.6318521591975
09:25:26,6,29.568568875575167
09:25:28,6,29.97665672318113
09:25:29,8,30.117726005472175
09:25:30,7,28.91321207722225
09:25:31,6,28.112594258865208
09:25:32,8,29.572252033556
09:25:33,9,29.70206784652373
09:25:34,8,30.145144830068602
09:25:36,7,28.859617070596116
09:25:37,6,28.5364824102991
09:25:38,7,29.31600681037745
09:25:45,8,28.280701956053452
09:35:43,8,30.858457091322038
09:35:44,8,28.392676526699027
09:35:45,8,29.23161957916394
09:35:46,7,30.52560580090396
09:35:47,9,29.721131108775662
09:35:49,9,28.919021147800102
09:35:50,6,29.42832611313349
09:35:51,7,29.668337432613175
09:35:52,8,30.859417785604577
09:35:53,9,28.557333388212186
09:35:55,8,29.59119914740469
09:35:57,6,29.31223595079777
09:35:58,7,29.055866185983422
09:36:00,6,29.678469525865115
09:36:01,8,29.46649909919413
09:36:03,6,28.773881311797876
09:36:04,7,28.31793757998004
09:36:05,7,30.383468670894544
09:36:06,9,28.984370314761517
09:36:08,8,29.080016313384995
09:36:09,9,28.740833452726473
09:36:10,9,30.915037621888175
09:36:54,9,29.72469940468813
09:36:55,7,30.323100525990682
09:36:56,6,29.945080356243995
09:36:57,6,29.906291125438432
09:36:59,7,29.033969626611785
09:37:00,7,30.733091872271032
09:37:01,8,30.553947519663314
09:37:02,6,28.592500693108295
09:37:03,9,30.517590722381115
09:37:04,9,28.557544065738302
09:37:06,9,30.434816377812425
09:37:07,8,30.606185482045724
09:37:09,8,30.196873161666893
09:37:10,6,30.897909940892823
09:37:11,6,30.469570813568925
09:37:12,8,30.35358671426939
09:37:13,7,29.136343207520724
09:37:14,7,28.793427074049262
09:37:16,6,28.89988715701073
09:44:03,9,28.961639770965533
09:44:04,6,29.36325947198234
09:44:05,8,30.26369381534609
09:44:06,9,29.55764924402384
09:44:07,9,29.809701423287038
09:44:09,6,29.658002937560596
09:44:10,9,29.2629227540294
09:44:11,9,30.37573623399479
09:44:12,9,28.699336114085856
09:44:14,8,29.72162238403799
09:44:15,6,30.932819873926384
09:44:16,7,29.611673794172184
09:44:17,9,29.33308330919812
09:44:18,8,29.67234024939277
09:44:20,6,28.20658601849717
09:44:21,8,30.14948735907223
09:44:22,7,29.049513198220634
09:44:23,9,29.875849995386957
09:44:24,8,29.87516337939047
09:44:25,7,29.044552798276122
09:44:27,8,28.09520658407352
09:44:28,8,28.45362916092587
09:44:29,7,30.825345416301158
09:44:30,6,29.430508408164634
09:44:31,9,30.521737373638505
09:44:32,6,29.143522856828053
09:44:34,6,29.726563409480725
09:44:35,7,30.367232804344415
09:44:36,6,29.32028221116375
09:44:37,9,30.2370957621137
09:44:38,6,28.52907015095694
09:44:40,8,30.75084702715286
09:44:41,9,28.334538822565193
09:44:42,8,29.96413931420256
09:44:43,6,30.78201952708277
09:44:44,9,28.673972417646326
09:44:46,7,30.349012388643175
09:44:47,9,30.842221430661144
09:44:48,8,29.765375034905603
09:44:49,6,28.286613757839092
09:44:50,9,30.156619476469483
09:44:51,9,28.390227062097793
09:44:53,8,30.234122150865158
09:44:54,8,29.237438740873376
09:44:55,9,29.910610672686317
09:44:56,7,30.570008365246643
09:44:57,6,29.74019180190813
09:45:01,6,29.61788475412768
09:45:03,6,30.412330790960148
09:45:04,8,29.107704232798895
09:45:05,6,28.649075272323653
09:45:06,8,28.840403325866802
09:45:07,6,30.070111300387147
09:45:08,6,29.58863373757203
09:45:10,9,28.507085612480765
09:45:11,7,29.90956423132778
09:45:12,6,28.772702603132633
09:45:13,9,30.639605654690573
09:45:14,9,29.01175209564953
09:45:15,7,28.74971542412975
09:45:17,7,30.7009176895184
09:45:18,6,30.726334155042828
09:45:19,7,28.86339004524623
09:45:20,6,30.948147610664016
09:45:21,7,28.252052340209733
09:45:22,6,30.007395555307692
09:45:24,8,30.354396177087047
09:45:25,6,30.21108567724828
09:45:26,6,29.3719876881042
09:45:29,6,30.590873950267877
09:45:30,7,28.99300681772821
09:45:31,6,30.36204112924208
09:45:32,7,30.733832348552525
09:45:35,8,29.019405931611892
09:45:36,6,29.74639976246132
09:45:38,9,28.552169209459972
09:45:39,7,29.71478384166347
09:45:40,9,29.428484867006624
09:45:41,8,28.286230456518286
09:45:43,8,28.661025056802824
09:45:44,9,30.074187536836128
09:45:45,6,28.772639555143442
09:45:46,6,28.68299617947133
09:45:47,6,30.024404709718947
09:45:49,7,29.09183019930055
09:45:50,7,28.956333637402956
09:45:51,7,30.56696956743435
09:45:52,8,28.495995369679036
09:45:54,8,28.861035238608288
09:51:34,9,30.7265613467223
09:51:35,8,28.222305733557498
09:51:37,9,28.050529316467337
09:51:38,8,29.14008192743024
09:51:39,9,29.344149464659093
09:51:40,7,29.405195392946528
09:51:41,8,29.325705959916636
09:51:42,8,30.173064635488938
09:51:44,7,29.73727904121661
09:51:45,6,29.678160878700623
09:51:46,8,30.93577514846808
09:51:47,7,29.991602719817365
09:51:48,9,30.164687090804996
09:51:50,8,29.49845037213095
09:51:51,7,29.25682349308573
09:51:52,9,29.583725751555797
09:51:53,9,29.704045838639836
09:51:54,6,28.69872763098823
09:51:55,7,29.789922574043434
09:51:57,6,28.48625680776
09:51:58,7,29.896614338619525
09:51:59,6,29.787457262790248
09:52:00,8,28.113523515379363
09:52:01,8,28.765684275564546
09:52:02,7,30.63473891466527
09:52:05,9,29.762412405347668
09:52:07,8,29.500960297388932
09:52:08,9,30.217766678882793
09:52:09,6,28.549741024261607
09:52:10,8,28.250911725988033
09:52:11,9,29.386074278370394
09:52:12,8,30.304184556646014
09:52:14,9,29.492401614605413
09:52:15,7,28.729591592206216
09:52:16,8,30.137438021847398
09:52:17,8,28.986905697592967
09:52:18,7,28.268579517752592
09:52:20,9,30.078060171633496
09:52:21,7,30.875834469554693
09:52:22,6,30.54103485212488
09:52:23,7,29.588094377494514
09:52:24,6,29.791045034578676
09:52:25,9,29.368734361128404
09:52:27,8,28.51684315094016
09:52:28,8,29.318722976694364
09:52:29,9,28.402333098484792
